orderid,customerid,productid,orderdate,quantity,orderamt,salesrep
18580,TS4266,A802a,2023-04-24,6530,66410.1,Leslie
18581,TS4266,JQ9322,2023-04-24,508,12694.92,Leslie
18582,SB9448,A802a,2023-04-24,7164,72857.88,Leslie
18583,OM8279,JQ9322,2023-04-24,57,1424.43,Ravi
18584,SV2319,A802a,2023-04-24,11598,117951.66,Liam
18585,SV2319,BC111d,2023-04-24,455,28792.4,Harry
18586,SC9489,Q28R3,2023-04-26,5455,961880.15,Róisín
18587,AH4803,JQ9322,2023-04-26,433,10820.67,Róisín
18588,OS4150,JQ9322,2023-04-26,8533,213239.67,Zuri
18589,OM8279,A802a,2023-04-26,338,3437.46,Liam
18590,OS6792,Q28R3,2023-04-26,11580,2041901.4,Róisín
18591,OM8279,A802a,2023-04-27,556,5654.52,Róisín
18592,AH4803,A802a,2023-04-27,7792,79244.64,Ravi
18593,OM8279,W8931,2023-04-27,10720,484758.4,Ravi
18594,AD1457,A802a,2023-04-27,3655,37171.35,Ravi
18595,AM4609,BC111d,2023-04-27,350,22148.0,Róisín
18596,SV2319,BC111d,2023-04-27,5865,371137.2,Ravi
18597,OM8279,Q28R3,2023-04-27,6511,1148084.63,Róisín
18598,MC7659,BC111d,2023-04-27,720,45561.6,Ravi
18599,SS3300,R9S10,2023-04-27,217,9511.11,Róisín
18600,TM3521,A802a,2023-04-28,9693,98577.81,Leslie
18601,QE1185,W8931,2023-04-28,374,16912.28,Róisín
18602,QS2174,BC111d,2023-04-28,56,3543.68,Róisín
18603,NS7598,A802a,2023-04-28,9426,95862.42,Zuri
18604,AI3651,A802a,2023-04-28,65,661.05,Zuri
18605,MC7659,W8931,2023-04-28,9050,409241.0,Ravi
18606,TM3521,A802a,2023-04-28,10398,105747.66,Zuri
18607,OM8279,A802a,2023-04-30,386,3925.62,Ravi
18608,SC9489,BC111d,2023-05-01,474,29994.72,Róisín
18609,SS3300,A802a,2023-05-01,8111,82488.87,Róisín
18610,QS2174,EE05x,2023-05-01,11864,4306869.28,Zuri
18611,QS2917,BC111d,2023-05-01,274,17338.72,Leslie
18612,OM8279,R9S10,2023-05-01,10586,463984.38,Ravi
18613,AM4609,JQ9322,2023-05-01,7861,196446.39,Zuri
18614,TF4085,Q28R3,2023-05-01,478,84285.74,Ravi
18615,TS4266,A802a,2023-05-02,501,5095.17,Zuri
18616,SC8893,BC111d,2023-05-02,9161,579708.08,Zuri
18617,NV2970,A802a,2023-05-02,5864,59636.88,Róisín
18618,TF6550,W8931,2023-05-02,160,7235.2,Ravi
18619,OI7366,W8931,2023-05-02,295,13339.9,Harry
18620,AH4803,A802a,2023-05-02,410,4169.7,Liam
18621,MD4706,W8931,2023-05-03,5287,239078.14,Róisín
18622,SS3300,W8931,2023-05-03,86,3888.92,Róisín
18623,DS7471,BC111d,2023-05-03,12211,772712.08,Ravi
18624,OS9656,W8931,2023-05-03,7628,344938.16,Róisín
18625,OS8224,A802a,2023-05-03,8329,84705.93,Ravi
18626,MC7659,A802a,2023-05-03,658,6691.86,Ravi
18627,AD1457,A802a,2023-05-03,135,1372.95,Róisín
18628,NS7598,BC111d,2023-05-04,5380,340446.4,Róisín
18629,CD7311,A802a,2023-05-04,11631,118287.27,Ravi
18630,SC8893,BC111d,2023-05-04,8510,538512.8,Róisín
18631,TM4374,Q28R3,2023-05-04,581,102447.73,Zuri
18632,DS7471,JQ9322,2023-05-04,616,15393.84,Róisín
18633,TM3521,BC111d,2023-05-04,7760,491052.8,Leslie
18634,OM8279,W8931,2023-05-05,176,7958.72,Leslie
18635,OS4150,A802a,2023-05-05,7111,72318.87,Róisín
18636,AI3651,A802a,2023-05-05,760,7729.2,Leslie
18637,QE1185,A802a,2023-05-05,484,4922.28,Róisín
18638,OS8224,BC111d,2023-05-05,6148,389045.44,Róisín
18639,NV2970,JQ9322,2023-05-08,462,11545.38,Leslie
18640,QS2917,R9S10,2023-05-08,288,12623.04,Ravi
18641,SC9489,A802a,2023-05-08,291,2959.47,Róisín
18642,SC9489,A802a,2023-05-08,222,2257.74,Ravi
18643,QS2174,A802a,2023-05-09,8498,86424.66,Leslie
18644,OI5050,A802a,2023-05-09,398,4047.66,Zuri
18645,TS4266,W8931,2023-05-09,462,20891.64,Leslie
18646,OM8279,A802a,2023-05-09,142,1444.14,Ravi
18647,NS7598,A802a,2023-05-09,7272,73956.24,Leslie
18648,OI5050,BC111d,2023-05-09,237,14997.36,Leslie
18649,MD4706,R9S10,2023-05-09,358,15691.14,Zuri
18650,OS8224,W8931,2023-05-09,631,28533.82,Ravi
18651,SB9448,A802a,2023-05-09,455,4627.35,Zuri
18652,AH4803,A802a,2023-05-10,590,6000.3,Ravi
18653,TM4374,A802a,2023-05-10,153,1556.01,Róisín
18654,AR4667,BC111d,2023-05-10,6286,397778.08,Zuri
18655,TS4266,A802a,2023-05-10,408,4149.36,Liam
18656,TS4266,W8931,2023-05-10,9289,420048.58,Ravi
18657,MC7659,BC111d,2023-05-10,7007,443402.96,Róisín
18658,SV2319,Q28R3,2023-05-11,8314,1466007.62,Ravi
18659,OM8279,Q28R3,2023-05-11,10151,1789925.83,Zuri
18660,MC7659,BC111d,2023-05-11,326,20629.28,Róisín
18661,SV2319,JQ9322,2023-05-11,8417,210340.83,Ravi
18662,TF4085,A802a,2023-05-11,11272,114636.24,Ravi
18663,TM3521,R9S10,2023-05-11,216,9467.28,Leslie
18664,AD1457,JQ9322,2023-05-12,9379,234381.21,Ravi
18665,AH4803,A802a,2023-05-12,11935,121378.95,Harry
18666,OM8279,W8931,2023-05-12,5023,227140.06,Liam
18667,CI2071,A802a,2023-05-12,543,5522.31,Zuri
18668,OS4150,A802a,2023-05-12,6032,61345.44,Róisín
18669,SV2319,W8931,2023-05-12,10054,454641.88,Ravi
18670,OS6792,Q28R3,2023-05-12,308,54309.64,Róisín
18671,OS4150,A802a,2023-05-12,186,1891.62,Liam
18672,OS6792,JQ9322,2023-05-13,6803,170006.97,Róisín
18673,AD1457,BC111d,2023-05-15,6077,384552.56,Ravi
18674,OS9656,BC111d,2023-05-15,7193,455173.04,Róisín
18675,CI2071,W8931,2023-05-15,523,23650.06,Zuri
18676,DS7471,A802a,2023-05-15,7830,79631.1,Leslie
18677,SC8893,W8931,2023-05-15,285,12887.7,Ravi
18678,NS7598,A802a,2023-05-15,9,91.53,Leslie
18679,QS2174,JQ9322,2023-05-15,5810,145191.9,Ravi
18680,SC8893,BC111d,2023-05-15,420,26577.6,Leslie
18681,AH4803,BC111d,2023-05-15,8205,519212.4,Ravi
18682,SB9448,JQ9322,2023-05-16,241,6022.59,Róisín
18683,SI4896,W8931,2023-05-16,5908,267159.76,Róisín
18684,QS2174,Q28R3,2023-05-16,847,149351.51,Harry
18685,AD1457,R9S10,2023-05-16,8914,390700.62,Róisín
18686,QS2174,Q28R3,2023-05-16,6980,1230783.4,Zuri
18687,OI7366,W8931,2023-05-16,4417,199736.74,Róisín
18688,TM3521,W8931,2023-05-16,187,8456.14,Ravi
18689,SB0048,W8931,2023-05-17,8228,372070.16,Leslie
18690,TS4266,A802a,2023-05-17,484,4922.28,Zuri
18691,NV2970,BC111d,2023-05-17,9821,621472.88,Liam
18692,OF1425,R9S10,2023-05-17,6790,297605.7,Leslie
18693,OS9656,A802a,2023-05-17,8652,87990.84,Liam
18694,QS2917,BC111d,2023-05-18,7183,454540.24,Ravi
18695,TM3521,A802a,2023-05-18,6345,64528.65,Leslie
18696,CD7311,A802a,2023-05-18,10164,103367.88,Ravi
18697,MC7659,A802a,2023-05-18,340,3457.8,Róisín
18698,OS4150,BC111d,2023-05-18,464,29361.92,Róisín
18699,SB0048,A802a,2023-05-18,529,5379.93,Zuri
18700,TM3521,A802a,2023-05-18,300,3051.0,Leslie
18701,SC9489,A802a,2023-05-19,77,783.09,Róisín
18702,SS3300,A802a,2023-05-19,7634,77637.78,Ravi
18703,AD1457,A802a,2023-05-19,467,4749.39,Ravi
18704,NS7598,A802a,2023-05-19,104,1057.68,Leslie
18705,MD4706,W8931,2023-05-19,393,17771.46,Róisín
18706,TM4374,BC111d,2023-05-19,603,38157.84,Harry
18707,SC9489,JQ9322,2023-05-19,428,10695.72,Zuri
18708,MD4706,A802a,2023-05-19,4927,50107.59,Zuri
18709,OM8279,W8931,2023-05-21,632,28579.04,Leslie
18710,AH4803,A802a,2023-05-22,240,2440.8,Ravi
18711,SS3300,JQ9322,2023-05-22,12374,309226.26,Róisín
18712,TM3521,A802a,2023-05-22,58,589.86,Leslie
18713,OM8279,A802a,2023-05-22,8309,84502.53,Liam
18714,MC7659,BC111d,2023-05-22,316,19996.48,Ravi
18715,MC7659,R9S10,2023-05-22,291,12754.53,Róisín
18716,AD1457,BC111d,2023-05-22,343,21705.04,Harry
18717,QS2174,A802a,2023-05-22,559,5685.03,Ravi
18718,AH4803,A802a,2023-05-22,5178,52660.26,Ravi
18719,OI5050,BC111d,2023-05-23,5479,346711.12,Róisín
18720,OS4150,A802a,2023-05-23,603,6132.51,Leslie
18721,TF4085,A802a,2023-05-23,7409,75349.53,Ravi
18722,CI2071,A802a,2023-05-23,12361,125711.37,Zuri
18723,OM8279,BC111d,2023-05-23,423,26767.44,Róisín
18724,MC7659,A802a,2023-05-23,164,1667.88,Liam
18725,OS9656,A802a,2023-05-23,7142,72634.14,Ravi
18726,QE1185,W8931,2023-05-23,5536,250337.92,Harry
18727,OS6792,BC111d,2023-05-23,8720,551801.6,Harry
18728,AD1457,W8931,2023-05-24,5727,258974.94,Róisín
18729,TM3521,A802a,2023-05-24,395,4017.15,Róisín
18730,OS9656,A802a,2023-05-24,357,3630.69,Ravi
18731,OI7366,BC111d,2023-05-24,9995,632483.6,Róisín
18732,TM4374,A802a,2023-05-24,7078,71983.26,Róisín
18733,MD4706,Q28R3,2023-05-24,208,36676.64,Zuri
18734,OI7366,W8931,2023-05-24,84,3798.48,Zuri
18735,AD1457,A802a,2023-05-25,7865,79987.05,Ravi
18736,TM3521,A802a,2023-05-25,7084,72044.28,Liam
18737,OI7366,A802a,2023-05-25,9321,94794.57,Róisín
18738,AI3651,JQ9322,2023-05-25,284,7097.16,Liam
18739,TS4266,A802a,2023-05-25,90,915.3,Zuri
18740,OF1425,A802a,2023-05-25,301,3061.17,Liam
18741,OM8279,BC111d,2023-05-26,352,22274.56,Liam
18742,QS2174,W8931,2023-05-26,11164,504836.08,Zuri
18743,MD4706,Q28R3,2023-05-26,6837,1205568.21,Zuri
18744,OM8279,A802a,2023-05-26,7877,80109.09,Leslie
18745,MC7659,A802a,2023-05-26,142,1444.14,Harry
18746,AI3651,R9S10,2023-05-26,124,5434.92,Róisín
18747,CD7311,W8931,2023-05-26,9297,420410.34,Ravi
18748,OS4150,W8931,2023-05-26,11856,536128.32,Zuri
18749,AI0569,JQ9322,2023-05-27,9356,233806.44,Zuri
18750,CE4482,EE05x,2023-05-29,599,217448.98,Ravi
18751,CD7311,BC111d,2023-05-29,501,31703.28,Leslie
18752,AI3651,BC111d,2023-05-29,8798,556737.44,Róisín
18753,SV2319,A802a,2023-05-29,10465,106429.05,Róisín
18754,OM8279,JQ9322,2023-05-29,7899,197396.01,Zuri
18755,SS3300,R9S10,2023-05-29,423,18540.09,Zuri
18756,AM4609,JQ9322,2023-05-29,325,8121.75,Zuri
18757,OM8279,BC111d,2023-05-29,377,23856.56,Zuri
18758,CD7311,W8931,2023-05-29,231,10445.82,Harry
18759,CD7311,JQ9322,2023-05-29,460,11495.4,Ravi
18760,SI4896,A802a,2023-05-29,451,4586.67,Ravi
18761,OF1425,A802a,2023-05-29,6355,64630.35,Harry
18762,MD4706,W8931,2023-05-30,373,16867.06,Zuri
18763,MM9297,A802a,2023-05-30,10464,106418.88,Zuri
18764,OS4150,W8931,2023-05-30,297,13430.34,Liam
18765,SB1511,W8931,2023-05-30,11203,506599.66,Leslie
18766,AH4803,Q28R3,2023-05-30,4387,773559.71,Ravi
18767,TM4374,W8931,2023-05-30,548,24780.56,Ravi
18768,DS7471,A802a,2023-05-31,586,5959.62,Róisín
18769,NV2970,JQ9322,2023-05-31,3646,91113.54,Harry
18770,OI7366,A802a,2023-05-31,9098,92526.66,Ravi
18771,TS4266,A802a,2023-05-31,502,5105.34,Leslie
18772,MD4706,A802a,2023-05-31,386,3925.62,Zuri
18773,TS4266,W8931,2023-05-31,9401,425113.22,Róisín
18774,TM3521,JQ9322,2023-05-31,507,12669.93,Leslie
18775,OM8279,A802a,2023-05-31,537,5461.29,Zuri
18776,SS3300,R9S10,2023-06-01,48,2103.84,Zuri
18777,TM4374,A802a,2023-06-01,324,3295.08,Róisín
18778,SC9489,A802a,2023-06-01,6744,68586.48,Róisín
18779,SS3300,JQ9322,2023-06-01,7417,185350.83,Ravi
18780,CE4482,W8931,2023-06-01,6417,290176.74,Róisín
18781,QS2174,A802a,2023-06-02,5728,58253.76,Róisín
18782,AH4803,A802a,2023-06-02,436,4434.12,Ravi
18783,CD7311,W8931,2023-06-02,302,13656.44,Róisín
18784,MD4706,W8931,2023-06-02,8287,374738.14,Zuri
18785,SC8893,W8931,2023-06-02,7503,339285.66,Ravi
18786,AI3651,BC111d,2023-06-04,187,11833.36,Róisín
18787,OS6792,A802a,2023-06-04,6985,71037.45,Róisín
18788,SS3300,A802a,2023-06-05,403,4098.51,Róisín
18789,SC9489,BC111d,2023-06-05,218,13795.04,Ravi
18790,NV2970,A802a,2023-06-05,10027,101974.59,Zuri
18791,OS8224,Q28R3,2023-06-05,710,125194.3,Róisín
18792,AD1457,A802a,2023-06-05,165,1678.05,Zuri
18793,QE1185,A802a,2023-06-05,9925,100937.25,Ravi
18794,AI3651,A802a,2023-06-05,8723,88712.91,Zuri
18795,MC7659,A802a,2023-06-05,8883,90340.11,Liam
18796,OI5050,W8931,2023-06-05,10058,454822.76,Leslie
18797,CE4482,Q28R3,2023-06-06,553,97510.49,Ravi
18798,TM3521,A802a,2023-06-06,8976,91285.92,Harry
18799,OS9656,JQ9322,2023-06-06,590,14744.1,Róisín
18800,SS3300,Q28R3,2023-06-06,617,108795.61,Róisín
18801,TF4085,BC111d,2023-06-06,10078,637735.84,Róisín
18802,MC7659,BC111d,2023-06-06,485,30690.8,Leslie
18803,MC7659,W8931,2023-06-06,7525,340280.5,Róisín
18804,AM4609,A802a,2023-06-06,7609,77383.53,Leslie
18805,SV2319,Q28R3,2023-06-06,22,3879.26,Róisín
18806,MD4706,A802a,2023-06-06,267,2715.39,Zuri
18807,TM4374,JQ9322,2023-06-07,10353,258721.47,Ravi
18808,QS2174,A802a,2023-06-07,7881,80149.77,Róisín
18809,NS7598,BC111d,2023-06-07,838,53028.64,Zuri
18810,MC7659,W8931,2023-06-07,11018,498233.96,Ravi
18811,AI3651,W8931,2023-06-08,6160,278555.2,Leslie
18812,AM4609,A802a,2023-06-08,251,2552.67,Zuri
18813,CE4482,A802a,2023-06-08,410,4169.7,Róisín
18814,SS3300,BC111d,2023-06-09,5233,331144.24,Ravi
18815,OM8279,W8931,2023-06-09,409,18494.98,Leslie
18816,SV2319,A802a,2023-06-09,6945,70630.65,Liam
18817,AI3651,A802a,2023-06-09,493,5013.81,Liam
18818,OS8224,A802a,2023-06-09,8777,89262.09,Ravi
18819,AM4609,A802a,2023-06-09,608,6183.36,Róisín
18820,OS4150,BC111d,2023-06-09,586,37082.08,Zuri
18821,OS4150,W8931,2023-06-09,11806,533867.32,Róisín
18822,MD4706,W8931,2023-06-12,10562,477613.64,Zuri
18823,OS9656,A802a,2023-06-12,38,386.46,Ravi
18824,MC7659,JQ9322,2023-06-12,9946,248550.54,Ravi
18825,DS7471,A802a,2023-06-12,313,3183.21,Leslie
18826,SC8893,BC111d,2023-06-12,404,25565.12,Leslie
18827,QS2174,R9S10,2023-06-12,7299,319915.17,Zuri
18828,MC7659,A802a,2023-06-12,608,6183.36,Ravi
18829,SS3300,W8931,2023-06-13,555,25097.1,Ravi
18830,SC9489,A802a,2023-06-13,5742,58396.14,Ravi
18831,MD4706,A802a,2023-06-13,7224,73468.08,Ravi
18832,TS4266,JQ9322,2023-06-13,5907,147615.93,Leslie
18833,OF1425,W8931,2023-06-13,9938,449396.36,Leslie
18834,OS9656,A802a,2023-06-13,186,1891.62,Róisín
18835,TF6550,BC111d,2023-06-13,9655,610968.4,Ravi
18836,AM4609,A802a,2023-06-13,388,3945.96,Leslie
18837,NV2970,A802a,2023-06-13,6648,67610.16,Róisín
18838,SV2319,BC111d,2023-06-13,5621,355696.88,Ravi
18839,OI5050,Q28R3,2023-06-14,297,52370.01,Zuri
18840,AI3651,A802a,2023-06-14,6460,65698.2,Leslie
18841,OM8279,A802a,2023-06-14,297,3020.49,Róisín
18842,SC9489,BC111d,2023-06-14,8954,566609.12,Ravi
18843,OI5050,W8931,2023-06-14,7935,358820.7,Zuri
18844,AR4667,JQ9322,2023-06-14,8812,220211.88,Ravi
18845,AM4609,W8931,2023-06-15,558,25232.76,Leslie
18846,OI5050,BC111d,2023-06-15,154,9745.12,Róisín
18847,OS6792,BC111d,2023-06-15,6910,437264.8,Zuri
18848,TM4374,W8931,2023-06-16,268,12118.96,Ravi
18849,AM4609,BC111d,2023-06-16,44,2784.32,Liam
18850,OM8279,BC111d,2023-06-16,466,29488.48,Leslie
18851,MD4706,A802a,2023-06-16,1002,10190.34,Zuri
18852,AH4803,R9S10,2023-06-16,9453,414324.99,Róisín
18853,MC7659,A802a,2023-06-16,8648,87950.16,Róisín
18854,MD4706,A802a,2023-06-16,399,4057.83,Harry
18855,TS4266,A802a,2023-06-16,9711,98760.87,Róisín
18856,AI3651,A802a,2023-06-16,9466,96269.22,Zuri
18857,SC9489,W8931,2023-06-17,305,13792.1,Ravi
18858,AM4609,BC111d,2023-06-17,565,35753.2,Zuri
18859,AM4609,R9S10,2023-06-19,273,11965.59,Liam
18860,AM4609,A802a,2023-06-19,10779,109622.43,Leslie
18861,TS4266,JQ9322,2023-06-19,89,2224.11,Leslie
18862,SS3300,W8931,2023-06-19,424,19173.28,Róisín
18863,SI4896,JQ9322,2023-06-19,685,17118.15,Róisín
18864,SC8893,A802a,2023-06-19,6206,63115.02,Róisín
18865,TM3521,A802a,2023-06-20,8141,82793.97,Zuri
18866,OM8279,W8931,2023-06-20,168,7596.96,Róisín
18867,MC7659,A802a,2023-06-20,7993,81288.81,Róisín
18868,OM8279,A802a,2023-06-20,241,2450.97,Leslie
18869,CE4482,A802a,2023-06-20,233,2369.61,Ravi
18870,NS7598,JQ9322,2023-06-20,11585,289509.15,Zuri
18871,OI5050,BC111d,2023-06-20,224,14174.72,Leslie
18872,OS8224,R9S10,2023-06-21,9885,433259.55,Róisín
18873,OS9656,BC111d,2023-06-21,6630,419546.4,Ravi
18874,QS2917,A802a,2023-06-21,311,3162.87,Leslie
18875,MD4706,A802a,2023-06-21,266,2705.22,Leslie
18876,AI3651,A802a,2023-06-21,145,1474.65,Róisín
18877,SC9489,Q28R3,2023-06-21,457,80582.81,Róisín
18878,TS4266,W8931,2023-06-22,6912,312560.64,Liam
18879,OF1425,A802a,2023-06-22,472,4800.24,Leslie
18880,SC9489,A802a,2023-06-22,210,2135.7,Ravi
18881,QE1185,EE05x,2023-06-22,105,38117.1,Ravi
18882,NV2970,EE05x,2023-06-22,6086,2209339.72,Leslie
18883,TS4266,BC111d,2023-06-22,7148,452325.44,Róisín
18884,OS8224,BC111d,2023-06-22,9115,576797.2,Ravi
18885,MD4706,A802a,2023-06-23,164,1667.88,Zuri
18886,CE4482,W8931,2023-06-23,460,20801.2,Róisín
18887,OI5050,BC111d,2023-06-23,11125,703990.0,Róisín
18888,QS2174,A802a,2023-06-24,401,4078.17,Leslie
18889,OF1425,A802a,2023-06-26,6323,64304.91,Róisín
18890,OI5050,BC111d,2023-06-26,392,24805.76,Leslie
18891,SB9448,W8931,2023-06-26,181,8184.82,Róisín
18892,SC8893,JQ9322,2023-06-26,560,13994.4,Ravi
18893,QE1185,W8931,2023-06-26,511,23107.42,Zuri
18894,AD1457,A802a,2023-06-26,637,6478.29,Ravi
18895,AI3651,JQ9322,2023-06-27,391,9771.09,Ravi
18896,AI3651,A802a,2023-06-27,484,4922.28,Ravi
18897,MD4706,A802a,2023-06-27,342,3478.14,Zuri
18898,MD4706,W8931,2023-06-27,7247,327709.34,Zuri
18899,SB0048,Q28R3,2023-06-27,232,40908.56,Róisín
18900,OI7366,A802a,2023-06-28,7159,72807.03,Ravi
18901,TM4374,R9S10,2023-06-28,8500,372555.0,Róisín
18902,TS4266,A802a,2023-06-28,300,3051.0,Leslie
18903,TM4374,W8931,2023-06-28,4678,211539.16,Róisín
18904,QS2917,R9S10,2023-06-28,10295,451229.85,Liam
18905,SV2319,W8931,2023-06-29,7461,337386.42,Leslie
18906,MC7659,A802a,2023-06-29,8229,83688.93,Róisín
18907,QS2917,W8931,2023-06-29,7006,316811.32,Leslie
18908,MD4706,A802a,2023-06-29,8006,81421.02,Zuri
18909,NV2970,A802a,2023-06-29,7161,72827.37,Leslie
18910,OM8279,EE05x,2023-06-29,105,38117.1,Ravi
18911,OS4150,BC111d,2023-06-29,8791,556294.48,Leslie
18912,AD1457,A802a,2023-06-30,365,3712.05,Ravi
18913,SS3300,EE05x,2023-06-30,8581,3115074.62,Róisín
18914,TS4266,BC111d,2023-06-30,8189,518199.92,Róisín
18915,QS2174,JQ9322,2023-06-30,5747,143617.53,Leslie
18916,AR4667,A802a,2023-06-30,5532,56260.44,Róisín
18917,QE1185,A802a,2023-06-30,494,5023.98,Ravi
18918,SS3300,A802a,2023-06-30,359,3651.03,Leslie
18919,MC7659,A802a,2023-06-30,322,3274.74,Róisín
18920,SB1511,W8931,2023-06-30,615,27810.3,Liam
18921,MC7659,A802a,2023-07-01,343,3488.31,Róisín
18922,OI5050,W8931,2023-07-02,484,21886.48,Leslie
18923,TM3521,BC111d,2023-07-02,109,6897.52,Róisín
18924,DS7471,BC111d,2023-07-03,492,31133.76,Leslie
18925,SB9448,A802a,2023-07-03,11110,112988.7,Harry
18926,QS2917,Q28R3,2023-07-03,10599,1868921.67,Leslie
18927,TS4266,BC111d,2023-07-03,4421,279760.88,Róisín
18928,TS4266,A802a,2023-07-03,9974,101435.58,Leslie
18929,SC9489,A802a,2023-07-03,6144,62484.48,Harry
18930,SV2319,BC111d,2023-07-03,429,27147.12,Ravi
18931,SC9489,W8931,2023-07-03,7534,340687.48,Róisín
18932,CE4482,JQ9322,2023-07-04,8287,207092.13,Ravi
18933,OS9656,BC111d,2023-07-04,7950,503076.0,Róisín
18934,AD1457,Q28R3,2023-07-04,190,33502.7,Liam
18935,AM4609,BC111d,2023-07-04,6794,429924.32,Liam
18936,OI5050,W8931,2023-07-04,346,15646.12,Róisín
18937,AD1457,A802a,2023-07-04,9726,98913.42,Róisín
18938,SV2319,Q28R3,2023-07-05,7728,1362678.24,Ravi
18939,AM4609,BC111d,2023-07-05,709,44865.52,Zuri
18940,AR4667,JQ9322,2023-07-05,10995,274765.05,Ravi
18941,OI5050,W8931,2023-07-05,616,27855.52,Ravi
18942,SB0048,W8931,2023-07-05,7385,333949.7,Róisín
18943,TS4266,A802a,2023-07-05,356,3620.52,Zuri
18944,OI7366,A802a,2023-07-05,6222,63277.74,Ravi
18945,SS3300,Q28R3,2023-07-05,243,42848.19,Leslie
18946,OM8279,BC111d,2023-07-06,6486,410434.08,Ravi
18947,AM4609,A802a,2023-07-06,5295,53850.15,Leslie
18948,SI4896,A802a,2023-07-06,7560,76885.2,Ravi
18949,MC7659,W8931,2023-07-06,381,17228.82,Zuri
18950,SI4896,BC111d,2023-07-06,446,28222.88,Róisín
18951,AI3651,W8931,2023-07-06,108,4883.76,Róisín
18952,OS4150,A802a,2023-07-06,6856,69725.52,Leslie
18953,AI3651,W8931,2023-07-06,6659,301119.98,Zuri
18954,SV2319,BC111d,2023-07-06,330,20882.4,Róisín
18955,SV2319,A802a,2023-07-07,9122,92770.74,Róisín
18956,SC8893,JQ9322,2023-07-07,579,14469.21,Róisín
18957,SS3300,BC111d,2023-07-07,8781,555661.68,Leslie
18958,OI7366,A802a,2023-07-07,6328,64355.76,Zuri
18959,CD7311,W8931,2023-07-07,9097,411366.34,Ravi
18960,OS6792,A802a,2023-07-08,6173,62779.41,Ravi
18961,AR4667,BC111d,2023-07-08,7012,443719.36,Róisín
18962,OS4150,A802a,2023-07-10,10273,104476.41,Zuri
18963,TM3521,A802a,2023-07-10,388,3945.96,Róisín
18964,SC9489,A802a,2023-07-10,7791,79234.47,Ravi
18965,SS3300,A802a,2023-07-10,263,2674.71,Róisín
18966,OS4150,A802a,2023-07-10,7140,72613.8,Liam
18967,OM8279,JQ9322,2023-07-10,9280,231907.2,Ravi
18968,NV2970,R9S10,2023-07-10,476,20863.08,Leslie
18969,OS8224,A802a,2023-07-11,4052,41208.84,Róisín
18970,SC8893,Q28R3,2023-07-11,7735,1363912.55,Zuri
18971,AR4667,A802a,2023-07-11,10180,103530.6,Leslie
18972,MC7659,Q28R3,2023-07-11,5988,1055864.04,Ravi
18973,CD7311,JQ9322,2023-07-11,6196,154838.04,Liam
18974,NV2970,BC111d,2023-07-11,167,10567.76,Leslie
18975,AM4609,A802a,2023-07-11,8618,87645.06,Liam
18976,TS4266,A802a,2023-07-11,74,752.58,Róisín
18977,TM4374,W8931,2023-07-12,307,13882.54,Liam
18978,SC8893,W8931,2023-07-12,247,11169.34,Ravi
18979,SI4896,A802a,2023-07-12,12177,123840.09,Róisín
18980,TM3521,A802a,2023-07-12,704,7159.68,Zuri
18981,AI3651,JQ9322,2023-07-12,268,6697.32,Zuri
18982,MM9297,W8931,2023-07-12,5075,229491.5,Ravi
18983,OS4150,A802a,2023-07-12,6221,63267.57,Leslie
18984,SS3300,A802a,2023-07-12,294,2989.98,Róisín
18985,SC9489,W8931,2023-07-12,10662,482135.64,Harry
18986,AH4803,BC111d,2023-07-13,7570,479029.6,Ravi
18987,MC7659,Q28R3,2023-07-13,653,115143.49,Ravi
18988,TM4374,W8931,2023-07-13,4523,204530.06,Harry
18989,SB9448,A802a,2023-07-13,8975,91275.75,Leslie
18990,DS7471,Q28R3,2023-07-13,8426,1485756.58,Leslie
18991,TM3521,BC111d,2023-07-13,7671,485420.88,Zuri
18992,OI5050,A802a,2023-07-13,307,3122.19,Leslie
18993,TS4266,A802a,2023-07-13,179,1820.43,Leslie
18994,MC7659,A802a,2023-07-13,322,3274.74,Ravi
18995,OS9656,W8931,2023-07-13,12469,563848.18,Ravi
18996,SB1511,W8931,2023-07-14,5999,271274.78,Zuri
18997,SS3300,A802a,2023-07-14,8857,90075.69,Róisín
18998,TM3521,W8931,2023-07-14,5855,264763.1,Róisín
18999,AM4609,BC111d,2023-07-14,305,19300.4,Róisín
19000,SC9489,W8931,2023-07-14,13196,596723.12,Ravi
19001,AM4609,A802a,2023-07-16,173,1759.41,Róisín
19002,AH4803,BC111d,2023-07-17,447,28286.16,Ravi
19003,OM8279,JQ9322,2023-07-17,554,13844.46,Harry
19004,SS3300,W8931,2023-07-17,9108,411863.76,Róisín
19005,AD1457,A802a,2023-07-17,607,6173.19,Ravi
19006,OM8279,A802a,2023-07-17,9718,98832.06,Liam
19007,OF1425,R9S10,2023-07-17,7913,346826.79,Ravi
19008,OM8279,A802a,2023-07-18,5454,55467.18,Zuri
19009,OS9656,BC111d,2023-07-18,4745,300263.6,Róisín
19010,MC7659,BC111d,2023-07-18,33,2088.24,Róisín
19011,DS7471,A802a,2023-07-18,376,3823.92,Róisín
19012,QE1185,W8931,2023-07-18,495,22383.9,Ravi
19013,QS2174,A802a,2023-07-19,8459,86028.03,Leslie
19014,SB9448,A802a,2023-07-19,10854,110385.18,Zuri
19015,OS6792,BC111d,2023-07-19,9483,600084.24,Harry
19016,CD7311,A802a,2023-07-19,604,6142.68,Ravi
