orderid,customerid,productid,orderdate,quantity,orderamt,salesrep
24608,TC0514,JQ9322,2023-07-06,88,2199.12,Ingrid
24609,NF9938,W8931,2023-07-06,254,11485.88,Ethan
24610,AS0053,BC111d,2023-07-06,442,27969.76,Gowoon
24611,CS5977,BC111d,2023-07-06,311,19680.08,Gowoon
24612,QS1139,JQ9322,2023-07-06,99,2474.01,Ingrid
24613,CI4562,JQ9322,2023-07-06,89,2224.11,Shalini
24614,TC0514,BC111d,2023-07-06,318,20123.04,Ingrid
24615,CS2504,A802a,2023-07-07,425,4322.25,Ethan
24616,NF7397,JQ9322,2023-07-07,254,6347.46,Shalini
24617,AM1674,BC111d,2023-07-07,329,20819.12,Shalini
24618,NM1588,A802a,2023-07-07,349,3549.33,Hannah
24619,NE6537,A802a,2023-07-07,473,4810.41,Gowoon
24620,AM1674,JQ9322,2023-07-07,262,6547.38,Shalini
24621,SS3811,BC111d,2023-07-07,492,31133.76,Shalini
24622,SS3811,A802a,2023-07-07,516,5247.72,Shalini
24623,NR3611,Q28R3,2023-07-07,312,55014.96,Ingrid
24624,ZD7787,BC111d,2023-07-07,450,28476.0,Gowoon
24625,RS9813,R9S10,2023-07-07,305,13368.15,Ingrid
24626,QI5038,A802a,2023-07-07,360,3661.2,Gowoon
24627,RV9064,BC111d,2023-07-07,324,20502.72,Shalini
24628,TM0916,A802a,2023-07-07,353,3590.01,Ingrid
24629,SC3814,A802a,2023-07-07,319,3244.23,Ingrid
24630,CS6924,W8931,2023-07-07,284,12842.48,Ethan
24631,TC0514,W8931,2023-07-07,275,12435.5,Hannah
24632,QI5038,BC111d,2023-07-07,346,21894.88,Ingrid
24633,CS5977,W8931,2023-07-08,326,14741.72,Gowoon
24634,CS6924,Q28R3,2023-07-08,314,55367.62,Ingrid
24635,CS2504,W8931,2023-07-08,425,19218.5,Gowoon
24636,CS8317,BC111d,2023-07-10,489,30943.92,Ethan
24637,LM6201,A802a,2023-07-10,259,2634.03,Sam
24638,MR7651,A802a,2023-07-10,237,2410.29,Shalini
24639,MR7651,Q28R3,2023-07-10,296,52193.68,Gowoon
24640,QS1139,A802a,2023-07-10,230,2339.1,Ingrid
24641,QS1139,A802a,2023-07-10,247,2511.99,Gowoon
24642,SS3811,Q28R3,2023-07-10,482,84991.06,Shalini
24643,SC7962,W8931,2023-07-10,316,14289.52,Hannah
24644,QI5038,W8931,2023-07-10,237,10717.14,Ingrid
24645,SC9674,Q28R3,2023-07-10,340,59952.2,Ethan
24646,SC9674,W8931,2023-07-10,266,12028.52,Hannah
24647,CS8317,A802a,2023-07-10,347,3528.99,Ethan
24648,SC7962,BC111d,2023-07-10,468,29615.04,Ethan
24649,AS8179,A802a,2023-07-10,275,2796.75,Ethan
24650,SC7962,W8931,2023-07-10,328,14832.16,Ingrid
24651,ZD7787,A802a,2023-07-10,328,3335.76,Gowoon
24652,QI5038,A802a,2023-07-10,217,2206.89,Ingrid
24653,CS2504,A802a,2023-07-11,261,2654.37,Ethan
24654,SC9674,R9S10,2023-07-11,381,16699.23,Shalini
24655,NR3611,A802a,2023-07-11,276,2806.92,Ingrid
24656,NE6537,A802a,2023-07-11,318,3234.06,Gowoon
24657,CS5977,BC111d,2023-07-11,305,19300.4,Sam
24658,TC0514,W8931,2023-07-11,245,11078.9,Ingrid
24659,CS8317,A802a,2023-07-11,391,3976.47,Shalini
24660,AM1674,EE05x,2023-07-11,258,93659.16,Gowoon
24661,TC0514,Q28R3,2023-07-11,275,48490.75,Ingrid
24662,LM6201,W8931,2023-07-11,233,10536.26,Sam
24663,SS3811,JQ9322,2023-07-11,408,10195.92,Ethan
24664,QS1139,A802a,2023-07-11,223,2267.91,Sam
24665,CS6924,JQ9322,2023-07-11,289,7222.11,Shalini
24666,CS5977,R9S10,2023-07-11,375,16436.25,Sam
24667,SS3811,BC111d,2023-07-11,534,33791.52,Shalini
24668,RS9813,BC111d,2023-07-11,315,19933.2,Ingrid
24669,CS5977,A802a,2023-07-11,253,2573.01,Shalini
24670,CI9891,W8931,2023-07-11,246,11124.12,Shalini
24671,CI9891,BC111d,2023-07-11,296,18730.88,Gowoon
24672,SC3814,R9S10,2023-07-11,340,14902.2,Shalini
24673,TM0916,BC111d,2023-07-12,340,21515.2,Ingrid
24674,CS5977,A802a,2023-07-12,300,3051.0,Gowoon
24675,TC0514,A802a,2023-07-12,278,2827.26,Hannah
24676,NF9938,A802a,2023-07-12,334,3396.78,Ethan
24677,CS2504,A802a,2023-07-12,279,2837.43,Ingrid
24678,CS6924,A802a,2023-07-12,307,3122.19,Ethan
24679,CI4562,W8931,2023-07-12,325,14696.5,Hannah
24680,AM1674,A802a,2023-07-12,291,2959.47,Ingrid
24681,SC9674,W8931,2023-07-12,373,16867.06,Ingrid
24682,AS0053,BC111d,2023-07-12,438,27716.64,Gowoon
24683,MM0344,BC111d,2023-07-12,314,19869.92,Shalini
24684,CS5977,W8931,2023-07-12,342,15465.24,Ingrid
24685,CS5977,BC111d,2023-07-12,328,20755.84,Gowoon
24686,QS1139,A802a,2023-07-12,292,2969.64,Sam
24687,ZH3981,A802a,2023-07-12,396,4027.32,Hannah
24688,CS2504,EE05x,2023-07-12,330,119796.6,Ingrid
24689,CS5977,Q28R3,2023-07-12,306,53956.98,Ingrid
24690,CS6924,EE05x,2023-07-12,312,113262.24,Ingrid
24691,CS8317,JQ9322,2023-07-12,753,18817.47,Ethan
24692,RV9064,Q28R3,2023-07-12,312,55014.96,Sam
24693,CS2504,A802a,2023-07-12,300,3051.0,Ethan
24694,SC3814,BC111d,2023-07-12,351,22211.28,Shalini
24695,QS4506,Q28R3,2023-07-12,269,47432.77,Ingrid
24696,SC7962,W8931,2023-07-12,465,21027.3,Ethan
24697,AV1169,R9S10,2023-07-12,442,19372.86,Shalini
24698,RV9064,W8931,2023-07-13,363,16414.86,Sam
24699,QS4506,W8931,2023-07-13,312,14108.64,Shalini
24700,CS8317,W8931,2023-07-13,479,21660.38,Ethan
24701,CS2504,A802a,2023-07-13,359,3651.03,Ingrid
24702,TC0514,A802a,2023-07-13,334,3396.78,Hannah
24703,CI4562,W8931,2023-07-13,316,14289.52,Shalini
24704,CS5977,BC111d,2023-07-13,315,19933.2,Sam
24705,SV2287,BC111d,2023-07-13,252,15946.56,Sam
24706,RV9064,A802a,2023-07-13,333,3386.61,Shalini
24707,NR3611,A802a,2023-07-13,367,3732.39,Ethan
24708,CS5977,JQ9322,2023-07-13,341,8521.59,Hannah
24709,QS1139,JQ9322,2023-07-13,346,8646.54,Sam
24710,LM6201,A802a,2023-07-13,328,3335.76,Ingrid
24711,SC7962,A802a,2023-07-13,483,4912.11,Shalini
24712,AM1674,A802a,2023-07-13,310,3152.7,Shalini
24713,LM6201,W8931,2023-07-13,336,15193.92,Ingrid
24714,CI4562,Q28R3,2023-07-13,282,49725.06,Shalini
24715,SS3811,A802a,2023-07-13,473,4810.41,Shalini
24716,CI4562,BC111d,2023-07-13,314,19869.92,Hannah
24717,RV9064,W8931,2023-07-13,348,15736.56,Ingrid
24718,TM0916,BC111d,2023-07-14,321,20312.88,Sam
24719,SC7962,Q28R3,2023-07-14,441,77761.53,Hannah
24720,CS2504,JQ9322,2023-07-14,95,2374.05,Ingrid
24721,CS6924,Q28R3,2023-07-14,342,60304.86,Ingrid
24722,AS8179,A802a,2023-07-14,372,3783.24,Ingrid
24723,SS3811,A802a,2023-07-14,544,5532.48,Sam
24724,CI4562,JQ9322,2023-07-14,91,2274.09,Sam
24725,ZD7787,A802a,2023-07-14,506,5146.02,Shalini
24726,ZD7787,W8931,2023-07-14,341,15420.02,Gowoon
24727,AM1674,A802a,2023-07-14,335,3406.95,Ingrid
24728,SS3811,BC111d,2023-07-14,512,32399.36,Ethan
24729,SC7962,W8931,2023-07-14,370,16731.4,Hannah
24730,QS4506,A802a,2023-07-14,338,3437.46,Ingrid
24731,QV5573,A802a,2023-07-14,312,3173.04,Sam
24732,AS0053,A802a,2023-07-14,501,5095.17,Gowoon
24733,AM1674,A802a,2023-07-14,343,3488.31,Ingrid
24734,NF7397,A802a,2023-07-14,347,3528.99,Ingrid
24735,CS5977,BC111d,2023-07-14,328,20755.84,Hannah
24736,NF7397,A802a,2023-07-14,341,3467.97,Shalini
24737,AS0053,BC111d,2023-07-14,435,27526.8,Gowoon
24738,AV1169,A802a,2023-07-14,348,3539.16,Ingrid
24739,QI5038,R9S10,2023-07-14,426,18671.58,Ingrid
24740,CS8317,BC111d,2023-07-14,487,30817.36,Ethan
24741,SS3811,W8931,2023-07-15,373,16867.06,Ethan
24742,MR6252,A802a,2023-07-15,310,3152.7,Sam
24743,TM0916,A802a,2023-07-15,336,3417.12,Shalini
24744,QS4506,JQ9322,2023-07-16,461,11520.39,Ingrid
24745,MR6252,A802a,2023-07-17,228,2318.76,Hannah
24746,MM0344,A802a,2023-07-17,260,2644.2,Shalini
24747,MM0344,A802a,2023-07-17,260,2644.2,Hannah
24748,RS9813,A802a,2023-07-17,271,2756.07,Ingrid
24749,NF7397,BC111d,2023-07-17,322,20376.16,Sam
24750,CS8317,R9S10,2023-07-17,149,6530.67,Ingrid
24751,ZH3981,BC111d,2023-07-17,457,28918.96,Hannah
24752,CS5977,W8931,2023-07-17,332,15013.04,Ingrid
24753,CI9891,JQ9322,2023-07-17,269,6722.31,Shalini
24754,ZD7787,A802a,2023-07-17,344,3498.48,Gowoon
24755,NE6537,A802a,2023-07-17,350,3559.5,Gowoon
24756,MR6252,A802a,2023-07-17,244,2481.48,Shalini
24757,TC0514,JQ9322,2023-07-17,318,7946.82,Ingrid
24758,SC9674,BC111d,2023-07-17,366,23160.48,Ingrid
24759,SC9674,A802a,2023-07-17,278,2827.26,Ethan
24760,NE6537,A802a,2023-07-17,370,3762.9,Gowoon
24761,LM6201,JQ9322,2023-07-17,338,8446.62,Ingrid
24762,AM1674,BC111d,2023-07-17,314,19869.92,Hannah
24763,ZD7787,A802a,2023-07-17,345,3508.65,Gowoon
24764,QI5038,A802a,2023-07-17,209,2125.53,Ingrid
24765,ZF8085,A802a,2023-07-17,246,2501.82,Sam
24766,CI4562,BC111d,2023-07-17,292,18477.76,Ethan
24767,TM0916,A802a,2023-07-17,254,2583.18,Ingrid
24768,QS1139,JQ9322,2023-07-18,90,2249.1,Shalini
24769,NF7397,Q28R3,2023-07-18,303,53427.99,Ingrid
24770,QS1139,W8931,2023-07-18,260,11757.2,Hannah
24771,CS6924,A802a,2023-07-18,258,2623.86,Ingrid
24772,SS3811,A802a,2023-07-18,406,4129.02,Shalini
24773,QI5038,BC111d,2023-07-18,321,20312.88,Ingrid
24774,CS8317,A802a,2023-07-18,331,3366.27,Ethan
24775,NR3611,JQ9322,2023-07-18,96,2399.04,Ingrid
24776,AS0053,A802a,2023-07-18,318,3234.06,Hannah
24777,NR3611,R9S10,2023-07-18,224,9817.92,Ingrid
24778,TC0514,A802a,2023-07-18,220,2237.4,Sam
24779,TM0916,A802a,2023-07-18,229,2328.93,Hannah
24780,AS0053,BC111d,2023-07-18,437,27653.36,Gowoon
24781,MM0344,BC111d,2023-07-18,308,19490.24,Shalini
24782,TC0514,Q28R3,2023-07-18,305,53780.65,Sam
24783,RV9064,Q28R3,2023-07-18,302,53251.66,Ingrid
24784,CS5977,W8931,2023-07-18,257,11621.54,Shalini
24785,SC3814,A802a,2023-07-18,229,2328.93,Ingrid
24786,NF9938,A802a,2023-07-18,276,2806.92,Ingrid
24787,CI4562,BC111d,2023-07-18,291,18414.48,Sam
24788,TS1163,BC111d,2023-07-18,291,18414.48,Shalini
24789,ZD7787,BC111d,2023-07-18,410,25944.8,Gowoon
24790,QV5573,BC111d,2023-07-18,317,20059.76,Sam
24791,AM1674,JQ9322,2023-07-18,96,2399.04,Sam
24792,QS4506,W8931,2023-07-18,232,10491.04,Sam
24793,CS5977,A802a,2023-07-19,244,2481.48,Ingrid
24794,QS4506,BC111d,2023-07-19,312,19743.36,Sam
24795,CS5977,JQ9322,2023-07-19,276,6897.24,Shalini
24796,NR3611,A802a,2023-07-19,270,2745.9,Ethan
24797,CS5977,A802a,2023-07-19,243,2471.31,Ingrid
24798,SS3811,EE05x,2023-07-19,413,149927.26,Ethan
24799,CS6924,Q28R3,2023-07-19,312,55014.96,Ingrid
24800,SC9674,A802a,2023-07-19,297,3020.49,Ingrid
24801,CS8317,BC111d,2023-07-19,489,30943.92,Ethan
24802,QD2621,JQ9322,2023-07-19,356,8896.44,Ingrid
24803,TM0916,Q28R3,2023-07-19,312,55014.96,Ingrid
24804,NR9560,W8931,2023-07-19,281,12706.82,Ingrid
24805,MR7651,A802a,2023-07-19,271,2756.07,Ingrid
24806,SV2287,JQ9322,2023-07-19,289,7222.11,Shalini
24807,CS8317,BC111d,2023-07-19,488,30880.64,Shalini
24808,TM0916,A802a,2023-07-19,229,2328.93,Shalini
24809,CS6924,A802a,2023-07-19,315,3203.55,Gowoon
24810,TC0514,BC111d,2023-07-19,323,20439.44,Shalini
24811,QI5038,BC111d,2023-07-19,310,19616.8,Shalini
24812,RS9813,A802a,2023-07-19,293,2979.81,Gowoon
24813,CI4562,W8931,2023-07-19,273,12345.06,Shalini
24814,AM1674,BC111d,2023-07-19,340,21515.2,Ingrid
24815,SC3814,A802a,2023-07-19,241,2450.97,Sam
24816,AS8179,W8931,2023-07-19,296,13385.12,Ethan
24817,AM1674,W8931,2023-07-19,244,11033.68,Gowoon
24818,ZD7787,Q28R3,2023-07-19,422,74411.26,Shalini
24819,QS1139,Q28R3,2023-07-20,291,51312.03,Ingrid
24820,NF7397,A802a,2023-07-20,297,3020.49,Hannah
24821,SS3811,W8931,2023-07-20,522,23604.84,Shalini
24822,NM1588,A802a,2023-07-20,288,2928.96,Shalini
24823,RV9064,JQ9322,2023-07-20,468,11695.32,Ingrid
24824,CS2504,Q28R3,2023-07-20,337,59423.21,Ethan
24825,CI4562,JQ9322,2023-07-20,536,13394.64,Hannah
24826,SC7962,JQ9322,2023-07-20,666,16643.34,Hannah
24827,RS9813,A802a,2023-07-20,334,3396.78,Ingrid
24828,TC0514,W8931,2023-07-20,350,15827.0,Gowoon
24829,CI4562,W8931,2023-07-20,342,15465.24,Shalini
24830,SC3814,W8931,2023-07-20,311,14063.42,Shalini
24831,QS1139,A802a,2023-07-20,270,2745.9,Ingrid
24832,SC9674,A802a,2023-07-20,309,3142.53,Ingrid
24833,RS9813,BC111d,2023-07-20,306,19363.68,Hannah
24834,AV1169,BC111d,2023-07-20,342,21641.76,Shalini
24835,MM0344,A802a,2023-07-21,340,3457.8,Shalini
24836,QS1139,A802a,2023-07-21,332,3376.44,Ingrid
24837,QS4506,BC111d,2023-07-21,275,17402.0,Hannah
24838,CI4562,BC111d,2023-07-21,282,17844.96,Shalini
24839,MM0344,R9S10,2023-07-21,484,21213.72,Hannah
24840,SV2287,A802a,2023-07-21,371,3773.07,Ingrid
24841,ZD7787,W8931,2023-07-21,428,19354.16,Gowoon
24842,MR7651,W8931,2023-07-21,335,15148.7,Ingrid
24843,NF9938,A802a,2023-07-21,359,3651.03,Ingrid
24844,TC0514,R9S10,2023-07-21,486,21301.38,Ingrid
24845,CS2504,BC111d,2023-07-21,375,23730.0,Ingrid
24846,SS3811,A802a,2023-07-21,503,5115.51,Gowoon
24847,ZD7787,W8931,2023-07-21,428,19354.16,Gowoon
24848,ZD7787,A802a,2023-07-21,504,5125.68,Ethan
24849,QS4506,R9S10,2023-07-23,226,9905.58,Ingrid
24850,NF7397,A802a,2023-07-24,307,3122.19,Sam
24851,SC3814,A802a,2023-07-24,277,2817.09,Sam
24852,CI4562,A802a,2023-07-24,312,3173.04,Hannah
24853,SC7962,EE05x,2023-07-24,413,149927.26,Hannah
24854,NF7397,W8931,2023-07-24,351,15872.22,Sam
24855,CS5977,A802a,2023-07-24,290,2949.3,Sam
24856,CS8317,W8931,2023-07-24,512,23152.64,Ethan
24857,NF7397,A802a,2023-07-24,288,2928.96,Gowoon
24858,NF9938,R9S10,2023-07-24,117,5128.11,Ingrid
24859,RV9064,W8931,2023-07-24,361,16324.42,Sam
24860,RS9813,W8931,2023-07-24,375,16957.5,Gowoon
24861,ZD7787,W8931,2023-07-24,437,19761.14,Shalini
24862,CI4562,A802a,2023-07-24,260,2644.2,Shalini
24863,CS6924,A802a,2023-07-24,288,2928.96,Ethan
24864,NF7397,A802a,2023-07-24,299,3040.83,Ingrid
24865,ZD7787,W8931,2023-07-24,446,20168.12,Shalini
24866,SC7962,Q28R3,2023-07-24,414,73000.62,Hannah
24867,CI4562,A802a,2023-07-24,291,2959.47,Hannah
24868,TC0514,Q28R3,2023-07-24,290,51135.7,Sam
24869,CS8317,W8931,2023-07-25,504,22790.88,Ethan
24870,ZD7787,A802a,2023-07-25,350,3559.5,Hannah
24871,TM0916,BC111d,2023-07-25,265,16769.2,Sam
24872,QS1139,A802a,2023-07-25,243,2471.31,Sam
24873,NF7397,A802a,2023-07-25,254,2583.18,Gowoon
24874,CS2504,A802a,2023-07-25,301,3061.17,Ingrid
24875,TM0916,BC111d,2023-07-25,346,21894.88,Ingrid
24876,SC3814,A802a,2023-07-25,228,2318.76,Ingrid
24877,TC0514,BC111d,2023-07-25,308,19490.24,Sam
24878,MM0344,BC111d,2023-07-25,286,18098.08,Hannah
24879,MM0344,W8931,2023-07-25,346,15646.12,Shalini
24880,SC3814,BC111d,2023-07-25,333,21072.24,Gowoon
24881,NM1588,A802a,2023-07-25,253,2573.01,Shalini
24882,NR3611,W8931,2023-07-25,356,16098.32,Ingrid
24883,AM1674,Q28R3,2023-07-25,314,55367.62,Sam
24884,QI5038,BC111d,2023-07-25,337,21325.36,Sam
24885,RV9064,BC111d,2023-07-25,336,21262.08,Ingrid
24886,SC7962,A802a,2023-07-25,356,3620.52,Hannah
24887,CS5977,R9S10,2023-07-25,97,4251.51,Sam
24888,CS2504,Q28R3,2023-07-25,337,59423.21,Ingrid
24889,NR3611,A802a,2023-07-25,288,2928.96,Ingrid
24890,NR3611,A802a,2023-07-25,272,2766.24,Ethan
24891,TS1163,BC111d,2023-07-26,308,19490.24,Shalini
24892,QS1139,BC111d,2023-07-26,335,21198.8,Sam
24893,SC9674,Q28R3,2023-07-26,354,62420.82,Ethan
24894,TC0514,A802a,2023-07-26,223,2267.91,Sam
24895,QI5038,BC111d,2023-07-26,310,19616.8,Sam
24896,QI5038,BC111d,2023-07-26,321,20312.88,Ingrid
24897,QI5038,W8931,2023-07-26,246,11124.12,Sam
24898,AM1674,A802a,2023-07-26,226,2298.42,Ingrid
24899,QV5573,BC111d,2023-07-26,349,22084.72,Sam
24900,SS3811,W8931,2023-07-26,379,17138.38,Ethan
24901,CI9891,EE05x,2023-07-26,300,108906.0,Sam
24902,RV9064,W8931,2023-07-26,264,11938.08,Ingrid
24903,NF7397,A802a,2023-07-26,227,2308.59,Sam
24904,NE6537,A802a,2023-07-26,316,3213.72,Gowoon
24905,SC3814,BC111d,2023-07-26,292,18477.76,Sam
24906,NM1588,BC111d,2023-07-26,311,19680.08,Shalini
24907,CS8317,A802a,2023-07-26,329,3345.93,Shalini
24908,CS8317,W8931,2023-07-26,386,17454.92,Shalini
24909,SC7962,JQ9322,2023-07-26,127,3173.73,Ingrid
24910,NR3611,A802a,2023-07-26,254,2583.18,Ingrid
24911,TC0514,A802a,2023-07-26,231,2349.27,Ingrid
24912,CI4562,R9S10,2023-07-26,213,9335.79,Shalini
24913,CS6924,A802a,2023-07-27,261,2654.37,Ingrid
24914,RV9064,BC111d,2023-07-27,318,20123.04,Sam
24915,QI5038,JQ9322,2023-07-27,284,7097.16,Hannah
24916,QS4506,BC111d,2023-07-27,282,17844.96,Sam
24917,MM0344,JQ9322,2023-07-27,284,7097.16,Shalini
24918,NF7397,BC111d,2023-07-27,284,17971.52,Gowoon
24919,TC0514,EE05x,2023-07-27,289,104912.78,Sam
24920,QI5038,W8931,2023-07-27,246,11124.12,Ingrid
24921,CI4562,BC111d,2023-07-27,341,21578.48,Shalini
24922,AM1674,BC111d,2023-07-27,293,18541.04,Sam
24923,SC9674,W8931,2023-07-27,264,11938.08,Gowoon
24924,CS5977,W8931,2023-07-27,266,12028.52,Sam
24925,SS3811,W8931,2023-07-27,398,17997.56,Ethan
24926,SS3811,R9S10,2023-07-27,509,22309.47,Ethan
24927,TC0514,W8931,2023-07-27,272,12299.84,Sam
24928,SC7962,W8931,2023-07-27,327,14786.94,Ethan
24929,SS3811,A802a,2023-07-28,428,4352.76,Gowoon
24930,AM1674,W8931,2023-07-28,330,14922.6,Shalini
24931,SS3811,A802a,2023-07-28,477,4851.09,Shalini
24932,CS5977,BC111d,2023-07-28,338,21388.64,Ingrid
24933,AS0053,A802a,2023-07-28,439,4464.63,Shalini
24934,AS7573,W8931,2023-07-28,376,17002.72,Shalini
24935,QS4506,A802a,2023-07-28,253,2573.01,Gowoon
24936,TC0514,W8931,2023-07-28,350,15827.0,Shalini
24937,NM1588,BC111d,2023-07-28,341,21578.48,Hannah
24938,TS1163,W8931,2023-07-28,366,16550.52,Shalini
24939,TS1163,BC111d,2023-07-28,323,20439.44,Shalini
24940,CS6924,BC111d,2023-07-28,324,20502.72,Ethan
24941,SC7962,W8931,2023-07-28,465,21027.3,Hannah
24942,CS6924,A802a,2023-07-28,363,3691.71,Ingrid
24943,SS3811,BC111d,2023-07-28,446,28222.88,Gowoon
24944,LM6201,W8931,2023-07-28,319,14425.18,Ingrid
24945,NF7397,W8931,2023-07-28,361,16324.42,Sam
24946,NF7397,JQ9322,2023-07-28,480,11995.2,Sam
24947,SC9674,A802a,2023-07-28,304,3091.68,Ingrid
24948,QS1139,A802a,2023-07-28,321,3264.57,Gowoon
24949,ZH3981,BC111d,2023-07-28,452,28602.56,Shalini
24950,CS5977,A802a,2023-07-29,327,3325.59,Sam
24951,CS8317,JQ9322,2023-07-29,443,11070.57,Ethan
24952,CI9891,JQ9322,2023-07-30,98,2449.02,Ingrid
24953,MR6252,JQ9322,2023-07-31,276,6897.24,Shalini
24954,CS6924,A802a,2023-07-31,393,3996.81,Hannah
24955,NF7397,A802a,2023-07-31,344,3498.48,Gowoon
24956,CS5977,A802a,2023-07-31,317,3223.89,Hannah
24957,ZH3981,W8931,2023-07-31,360,16279.2,Ethan
24958,TS1163,W8931,2023-07-31,286,12932.92,Shalini
24959,SC9674,A802a,2023-07-31,394,4006.98,Gowoon
24960,NF7397,A802a,2023-07-31,292,2969.64,Ingrid
24961,CS5977,BC111d,2023-07-31,323,20439.44,Ingrid
24962,SC7962,W8931,2023-07-31,368,16640.96,Ethan
24963,QI5038,A802a,2023-07-31,308,3132.36,Ingrid
24964,CS8317,JQ9322,2023-07-31,435,10870.65,Ethan
24965,NR9560,W8931,2023-07-31,270,12209.4,Ethan
24966,MM0344,A802a,2023-07-31,318,3234.06,Shalini
24967,NE6537,A802a,2023-07-31,427,4342.59,Ethan
24968,RS9813,BC111d,2023-07-31,338,21388.64,Ingrid
24969,AM1674,W8931,2023-07-31,263,11892.86,Ingrid
24970,TS1163,W8931,2023-07-31,249,11259.78,Shalini
24971,CS5977,W8931,2023-08-01,373,16867.06,Ingrid
24972,TC0514,Q28R3,2023-08-01,298,52546.34,Shalini
24973,ZD7787,A802a,2023-08-01,442,4495.14,Shalini
24974,QS1139,A802a,2023-08-01,282,2867.94,Ingrid
24975,AS7573,BC111d,2023-08-01,337,21325.36,Gowoon
24976,AM1674,W8931,2023-08-01,377,17047.94,Ingrid
24977,MR7651,BC111d,2023-08-01,303,19173.84,Shalini
24978,TC0514,W8931,2023-08-01,338,15284.36,Hannah
24979,CI4562,A802a,2023-08-01,297,3020.49,Sam
24980,SC9674,A802a,2023-08-01,293,2979.81,Ethan
24981,CS5977,A802a,2023-08-01,296,3010.32,Ingrid
24982,CS5977,Q28R3,2023-08-01,300,52899.0,Ingrid
24983,ZD7787,A802a,2023-08-01,429,4362.93,Gowoon
24984,NR3611,A802a,2023-08-01,332,3376.44,Ethan
24985,SV2287,R9S10,2023-08-01,111,4865.13,Ingrid
24986,SC3814,A802a,2023-08-01,283,2878.11,Shalini
24987,MR6252,JQ9322,2023-08-01,468,11695.32,Shalini
24988,SC7962,A802a,2023-08-01,449,4566.33,Hannah
24989,CI4562,A802a,2023-08-02,223,2267.91,Shalini
24990,TS1163,A802a,2023-08-02,225,2288.25,Shalini
24991,CS5977,Q28R3,2023-08-02,300,52899.0,Ingrid
24992,ZD7787,A802a,2023-08-02,377,3834.09,Gowoon
24993,CS8317,W8931,2023-08-02,496,22429.12,Sam
24994,SC3814,JQ9322,2023-08-02,320,7996.8,Ingrid
24995,CI4562,A802a,2023-08-02,217,2206.89,Hannah
24996,ZD7787,BC111d,2023-08-02,427,27020.56,Hannah
24997,AS0053,JQ9322,2023-08-02,379,9471.21,Gowoon
24998,CS5977,JQ9322,2023-08-02,316,7896.84,Ingrid
24999,ZD7787,JQ9322,2023-08-02,387,9671.13,Gowoon
25000,CS2504,W8931,2023-08-02,324,14651.28,Ingrid
25001,MR6252,A802a,2023-08-02,252,2562.84,Shalini
25002,NF7397,A802a,2023-08-02,260,2644.2,Shalini
25003,QI5038,A802a,2023-08-02,243,2471.31,Sam
25004,TC0514,A802a,2023-08-02,253,2573.01,Gowoon
25005,CI4562,BC111d,2023-08-02,323,20439.44,Shalini
25006,SC3814,A802a,2023-08-02,242,2461.14,Gowoon
25007,MR7651,BC111d,2023-08-02,293,18541.04,Ingrid
25008,QS1139,W8931,2023-08-02,326,14741.72,Ingrid
25009,CS2504,W8931,2023-08-02,363,16414.86,Shalini
25010,QS1139,BC111d,2023-08-02,329,20819.12,Sam
25011,CS8317,W8931,2023-08-02,499,22564.78,Ethan
25012,CS5977,A802a,2023-08-03,217,2206.89,Sam
25013,QS1139,A802a,2023-08-03,242,2461.14,Shalini
25014,NF7397,R9S10,2023-08-03,213,9335.79,Ingrid
25015,QS1139,BC111d,2023-08-03,304,19237.12,Sam
25016,NM1588,Q28R3,2023-08-03,285,50254.05,Shalini
25017,CS2504,BC111d,2023-08-03,333,21072.24,Hannah
25018,AS0053,BC111d,2023-08-03,463,29298.64,Gowoon
25019,TC0514,A802a,2023-08-03,213,2166.21,Hannah
25020,QI5038,A802a,2023-08-03,219,2227.23,Shalini
25021,ZD7787,BC111d,2023-08-03,431,27273.68,Gowoon
25022,SS3811,A802a,2023-08-03,395,4017.15,Ethan
25023,CI4562,R9S10,2023-08-03,226,9905.58,Shalini
25024,SC7962,W8931,2023-08-03,303,13701.66,Hannah
25025,TS1163,A802a,2023-08-03,251,2552.67,Shalini
25026,CI9891,A802a,2023-08-03,251,2552.67,Gowoon
25027,RV9064,A802a,2023-08-03,216,2196.72,Ingrid
25028,MR7651,W8931,2023-08-03,203,9179.66,Sam
25029,MR7651,A802a,2023-08-03,231,2349.27,Ingrid
25030,SC7962,A802a,2023-08-03,348,3539.16,Shalini
25031,MM0344,R9S10,2023-08-03,233,10212.39,Sam
25032,CS5977,A802a,2023-08-03,221,2247.57,Gowoon
25033,RV9064,BC111d,2023-08-03,345,21831.6,Ingrid
25034,MR7651,BC111d,2023-08-04,272,17212.16,Sam
25035,RV9064,BC111d,2023-08-04,306,19363.68,Shalini
25036,SC9674,BC111d,2023-08-04,339,21451.92,Ethan
25037,SS3811,A802a,2023-08-04,421,4281.57,Ingrid
25038,NE6537,A802a,2023-08-04,374,3803.58,Ethan
25039,TM0916,BC111d,2023-08-04,330,20882.4,Sam
25040,MM0344,A802a,2023-08-04,234,2379.78,Shalini
25041,QS1139,A802a,2023-08-04,267,2715.39,Shalini
25042,QS1139,A802a,2023-08-04,261,2654.37,Ingrid
25043,SC3814,W8931,2023-08-04,239,10807.58,Sam
25044,SC3814,A802a,2023-08-04,223,2267.91,Shalini
25045,CI9891,A802a,2023-08-04,269,2735.73,Sam
